isoform,ref_enst,structural_category
PB.12081.3,ENST00000703874.1,full-splice_match
PB.12081.4,ENST00000376423.8,full-splice_match
PB.12081.5,ENST00000703988.1,incomplete-splice_match
PB.12081.6,ENST00000703884.1,full-splice_match
PB.12082.2,ENST00000493583.5,full-splice_match
PB.12082.3,ENST00000315869.8,full-splice_match
PB.12083.1,ENST00000376372.9,full-splice_match
PB.12083.2,ENST00000485908.6,full-splice_match
PB.12083.3,ENST00000376372.9,full-splice_match
PB.12083.5,ENST00000485908.6,full-splice_match
PB.12084.1,ENST00000156109.7,full-splice_match
PB.12085.1,ENST00000447146.7,full-splice_match
PB.12086.1,ENST00000624313.1,full-splice_match
PB.12087.1,ENST00000376327.6,full-splice_match
PB.12088.1,ENST00000376227.4,full-splice_match
PB.12089.1,ENST00000599218.6,full-splice_match
PB.12089.2,ENST00000599218.6,full-splice_match
PB.12089.3,ENST00000599218.6,full-splice_match
PB.12089.4,ENST00000599218.6,full-splice_match
PB.1209.10,ENST00000313984.3,incomplete-splice_match
PB.1209.11,ENST00000366600.8,incomplete-splice_match
PB.1209.3,ENST00000366600.8,full-splice_match
PB.1209.7,ENST00000366600.8,full-splice_match
PB.1209.8,ENST00000366600.8,full-splice_match
PB.12090.1,ENST00000460112.3,full-splice_match
PB.12091.1,ENST00000055335.11,full-splice_match
PB.12091.3,ENST00000055335.11,full-splice_match
PB.12092.1,ENST00000340438.6,full-splice_match
PB.12092.2,ENST00000340438.6,full-splice_match
PB.12092.3,ENST00000340438.6,full-splice_match
PB.12094.1,ENST00000375772.7,incomplete-splice_match
PB.12094.10,ENST00000375695.2,full-splice_match
PB.12094.11,ENST00000326587.12,incomplete-splice_match
PB.12094.3,ENST00000375772.7,full-splice_match
PB.12094.7,ENST00000375772.7,incomplete-splice_match
PB.12094.9,ENST00000326587.12,full-splice_match
PB.12095.1,ENST00000497164.5,full-splice_match
PB.12096.1,ENST00000416841.8,full-splice_match
PB.12096.2,ENST00000593751.7,full-splice_match
PB.12097.1,ENST00000596733.7,full-splice_match
PB.12097.2,ENST00000619518.5,full-splice_match
PB.12097.3,ENST00000612846.5,full-splice_match
PB.12098.10,ENST00000691505.1,full-splice_match
PB.12098.12,ENST00000375379.7,full-splice_match
PB.12098.13,ENST00000691505.1,full-splice_match
PB.12098.15,ENST00000375401.8,full-splice_match
PB.12098.3,ENST00000688699.1,full-splice_match
PB.12098.5,ENST00000375401.8,full-splice_match
PB.12098.9,ENST00000375383.7,full-splice_match
PB.12099.1,ENST00000322213.9,full-splice_match
PB.12099.2,ENST00000322213.9,full-splice_match
PB.12099.3,ENST00000375340.10,full-splice_match
PB.12099.4,ENST00000322213.9,full-splice_match
PB.12099.5,ENST00000322213.9,incomplete-splice_match
PB.12099.6,ENST00000375340.10,incomplete-splice_match
PB.12099.7,ENST00000322213.9,incomplete-splice_match
PB.12099.8,ENST00000322213.9,incomplete-splice_match
PB.121.2,ENST00000317122.2,incomplete-splice_match
PB.12100.1,ENST00000168216.11,full-splice_match
PB.12101.1,ENST00000612484.4,incomplete-splice_match
PB.12101.5,ENST00000612484.4,incomplete-splice_match
PB.12101.6,ENST00000704099.1,incomplete-splice_match
PB.12101.7,ENST00000262854.11,incomplete-splice_match
PB.12102.1,ENST00000338154.11,full-splice_match
PB.12103.1,ENST00000375442.8,incomplete-splice_match
PB.12103.3,ENST00000375442.8,full-splice_match
PB.12104.1,ENST00000375180.7,full-splice_match
PB.12105.1,ENST00000375151.5,full-splice_match
PB.12105.2,ENST00000375151.5,full-splice_match
PB.12105.3,ENST00000375151.5,full-splice_match
PB.12106.5,ENST00000360845.3,full-splice_match
PB.12107.1,ENST00000375068.6,full-splice_match
PB.12107.10,ENST00000396224.1,full-splice_match
PB.12107.3,ENST00000375053.6,full-splice_match
PB.12107.7,ENST00000218439.8,full-splice_match
PB.12107.9,ENST00000375058.5,incomplete-splice_match
PB.12108.2,ENST00000492706.5,incomplete-splice_match
PB.12109.1,ENST00000375135.4,full-splice_match
PB.1211.1,ENST00000389793.7,incomplete-splice_match
PB.1211.2,ENST00000389793.7,incomplete-splice_match
PB.12110.1,ENST00000374987.4,full-splice_match
PB.12111.2,ENST00000477847.6,full-splice_match
PB.12111.3,ENST00000685693.1,full-splice_match
PB.12111.4,ENST00000685693.1,full-splice_match
PB.12112.1,ENST00000342972.3,full-splice_match
PB.12113.1,ENST00000685479.1,full-splice_match
PB.12114.1,ENST00000262850.7,full-splice_match
PB.12114.2,ENST00000374941.9,full-splice_match
PB.12115.2,ENST00000338222.7,full-splice_match
PB.12115.3,ENST00000338222.7,full-splice_match
PB.12115.5,ENST00000338222.7,full-splice_match
PB.12116.1,ENST00000500968.4,incomplete-splice_match
PB.12117.1,ENST00000638386.1,full-splice_match
PB.12117.2,ENST00000374919.6,full-splice_match
PB.12117.3,ENST00000639007.1,full-splice_match
PB.12118.1,ENST00000374922.9,full-splice_match
PB.12118.2,ENST00000637096.1,incomplete-splice_match
PB.12118.3,ENST00000374922.9,full-splice_match
PB.12118.4,ENST00000374922.9,full-splice_match
PB.1212.1,ENST00000642610.2,full-splice_match
PB.1212.2,ENST00000406207.5,full-splice_match
PB.12120.1,ENST00000358697.6,full-splice_match
PB.12120.2,ENST00000358697.6,full-splice_match
PB.12121.1,ENST00000374884.3,full-splice_match
PB.12122.1,ENST00000609143.7,full-splice_match
PB.12122.2,ENST00000662156.1,full-splice_match
PB.12122.3,ENST00000671033.1,full-splice_match
PB.12122.4,ENST00000609401.6,full-splice_match
PB.12123.1,ENST00000624843.3,full-splice_match
PB.12123.11,ENST00000623517.3,full-splice_match
PB.12123.13,ENST00000671907.1,full-splice_match
PB.12123.16,ENST00000624538.2,full-splice_match
PB.12123.17,ENST00000671741.2,full-splice_match
PB.12123.18,ENST00000253401.10,full-splice_match
PB.12123.2,ENST00000624538.2,full-splice_match
PB.12123.5,ENST00000671741.2,full-splice_match
PB.12123.6,ENST00000672513.1,full-splice_match
PB.12123.9,ENST00000624210.3,full-splice_match
PB.12124.1,ENST00000374839.8,full-splice_match
PB.12124.2,ENST00000488831.5,full-splice_match
PB.12125.1,ENST00000374888.3,full-splice_match
PB.12125.2,ENST00000374888.3,full-splice_match
PB.12126.1,ENST00000374811.8,full-splice_match
PB.12126.4,ENST00000678823.1,full-splice_match
PB.12127.2,ENST00000360270.7,incomplete-splice_match
PB.12127.3,ENST00000697133.1,full-splice_match
PB.12127.4,ENST00000360270.7,full-splice_match
PB.12127.6,ENST00000697139.1,full-splice_match
PB.12128.1,ENST00000374737.9,full-splice_match
PB.12129.1,ENST00000419594.6,full-splice_match
PB.12129.11,ENST00000425114.2,full-splice_match
PB.12129.7,ENST00000419594.6,full-splice_match
PB.12129.8,ENST00000343002.7,full-splice_match
PB.1213.1,ENST00000264187.7,full-splice_match
PB.1213.5,ENST00000264187.7,full-splice_match
PB.1213.6,ENST00000264187.7,full-splice_match
PB.1213.7,ENST00000264187.7,full-splice_match
PB.1213.8,ENST00000264187.7,incomplete-splice_match
PB.1213.9,ENST00000264187.7,incomplete-splice_match
PB.12130.2,ENST00000451436.6,full-splice_match
PB.12130.3,ENST00000374719.8,full-splice_match
PB.12131.1,ENST00000374690.9,full-splice_match
PB.12131.2,ENST00000396043.3,incomplete-splice_match
PB.12131.3,ENST00000396043.3,incomplete-splice_match
PB.12131.4,ENST00000612452.5,incomplete-splice_match
PB.12132.1,ENST00000462683.6,full-splice_match
PB.12132.2,ENST00000462683.6,full-splice_match
PB.12132.3,ENST00000462683.6,full-splice_match
PB.12132.4,ENST00000462683.6,full-splice_match
PB.12132.5,ENST00000462683.6,full-splice_match
PB.12133.1,ENST00000374597.3,full-splice_match
PB.12134.1,ENST00000355520.6,incomplete-splice_match
PB.12135.1,ENST00000204961.5,full-splice_match
PB.12135.2,ENST00000204961.5,full-splice_match
PB.12137.1,ENST00000616899.1,incomplete-splice_match
PB.12138.1,ENST00000361478.1,full-splice_match
PB.12138.2,ENST00000374571.5,full-splice_match
PB.12138.3,ENST00000374571.5,full-splice_match
PB.12139.1,ENST00000239666.9,full-splice_match
PB.12139.2,ENST00000239666.9,full-splice_match
PB.12139.3,ENST00000374454.1,full-splice_match
PB.12139.4,ENST00000239666.9,full-splice_match
PB.1214.1,ENST00000366592.8,full-splice_match
PB.1214.10,ENST00000366592.8,full-splice_match
PB.1214.2,ENST00000366592.8,full-splice_match
PB.1214.3,ENST00000366592.8,full-splice_match
PB.1214.6,ENST00000366592.8,full-splice_match
PB.1214.7,ENST00000366592.8,full-splice_match
PB.1214.9,ENST00000366592.8,full-splice_match
PB.12140.1,ENST00000638795.1,full-splice_match
PB.12140.3,ENST00000638795.1,incomplete-splice_match
PB.12141.1,ENST00000342206.10,full-splice_match
PB.12142.1,ENST00000374259.8,full-splice_match
PB.12143.2,ENST00000374274.8,full-splice_match
PB.12143.3,ENST00000276105.3,full-splice_match
PB.12143.4,ENST00000374274.8,full-splice_match
PB.12144.1,ENST00000374080.8,full-splice_match
PB.12144.3,ENST00000690242.1,full-splice_match
PB.12145.1,ENST00000276079.13,full-splice_match
PB.12145.2,ENST00000373841.5,full-splice_match
PB.12145.3,ENST00000420903.6,full-splice_match
PB.12146.1,ENST00000373829.8,full-splice_match
PB.12147.1,ENST00000423759.6,full-splice_match
PB.12147.2,ENST00000683202.1,incomplete-splice_match
PB.12147.3,ENST00000423759.6,incomplete-splice_match
PB.12148.1,ENST00000314425.9,full-splice_match
PB.12148.6,ENST00000489332.1,incomplete-splice_match
PB.12149.1,ENST00000373701.7,full-splice_match
PB.12149.10,ENST00000699751.1,incomplete-splice_match
PB.12149.2,ENST00000373719.8,full-splice_match
PB.12149.3,ENST00000699749.1,full-splice_match
PB.12149.5,ENST00000373719.8,full-splice_match
PB.12149.6,ENST00000373719.8,full-splice_match
PB.12149.7,ENST00000373719.8,full-splice_match
PB.1215.1,ENST00000359362.6,full-splice_match
PB.1215.2,ENST00000359362.6,incomplete-splice_match
PB.12150.1,ENST00000479991.1,full-splice_match
PB.12151.1,ENST00000316084.10,full-splice_match
PB.12152.1,ENST00000373573.9,full-splice_match
PB.12152.2,ENST00000439122.7,full-splice_match
PB.12152.3,ENST00000650126.1,full-splice_match
PB.12153.1,ENST00000373542.9,full-splice_match
PB.12153.10,ENST00000541944.5,full-splice_match
PB.12153.13,ENST00000373542.9,full-splice_match
PB.12153.14,ENST00000339490.7,full-splice_match
PB.12153.4,ENST00000339490.7,full-splice_match
PB.12153.5,ENST00000541944.5,full-splice_match
PB.12153.7,ENST00000373542.9,full-splice_match
PB.12153.8,ENST00000541944.5,full-splice_match
PB.12154.1,ENST00000373669.8,full-splice_match
PB.12155.1,ENST00000373517.4,full-splice_match
PB.12155.2,ENST00000373517.4,full-splice_match
PB.12157.1,ENST00000373502.10,full-splice_match
PB.12157.2,ENST00000373502.10,full-splice_match
PB.12157.3,ENST00000373502.10,full-splice_match
PB.12157.4,ENST00000373504.10,full-splice_match
PB.12158.1,ENST00000656041.1,full-splice_match
PB.12159.1,ENST00000332687.11,full-splice_match
PB.12159.2,ENST00000349225.2,full-splice_match
PB.12159.3,ENST00000332687.11,full-splice_match
PB.12159.4,ENST00000332687.11,full-splice_match
PB.12159.5,ENST00000349225.2,full-splice_match
PB.12159.6,ENST00000332687.11,full-splice_match
PB.12159.7,ENST00000332687.11,full-splice_match
PB.12159.8,ENST00000332687.11,full-splice_match
PB.12159.9,ENST00000349225.2,full-splice_match
PB.12160.1,ENST00000587091.6,full-splice_match
PB.12160.2,ENST00000587091.6,full-splice_match
PB.12161.2,ENST00000373394.8,full-splice_match
PB.12161.3,ENST00000373394.8,full-splice_match
PB.12161.4,ENST00000663420.1,full-splice_match
PB.12161.5,ENST00000373394.8,full-splice_match
PB.12161.6,ENST00000373394.8,full-splice_match
PB.12161.7,ENST00000373394.8,full-splice_match
PB.12161.8,ENST00000663420.1,full-splice_match
PB.12161.9,ENST00000253577.9,full-splice_match
PB.12162.1,ENST00000373367.8,full-splice_match
PB.12162.2,ENST00000373367.8,full-splice_match
PB.12162.3,ENST00000373367.8,full-splice_match
PB.12163.1,ENST00000373383.9,full-splice_match
PB.12163.2,ENST00000462237.5,full-splice_match
PB.12163.4,ENST00000373383.9,full-splice_match
PB.12165.1,ENST00000675732.1,full-splice_match
PB.12165.11,ENST00000373344.11,incomplete-splice_match
PB.12165.15,ENST00000373344.11,incomplete-splice_match
PB.12165.16,ENST00000395603.7,incomplete-splice_match
PB.12165.17,ENST00000373344.11,incomplete-splice_match
PB.12165.19,ENST00000624032.3,full-splice_match
PB.12165.20,ENST00000395603.7,incomplete-splice_match
PB.12165.21,ENST00000373344.11,incomplete-splice_match
PB.12165.22,ENST00000395603.7,incomplete-splice_match
PB.12165.24,ENST00000373344.11,incomplete-splice_match
PB.12165.25,ENST00000373344.11,incomplete-splice_match
PB.12165.26,ENST00000624032.3,incomplete-splice_match
PB.12165.27,ENST00000624032.3,incomplete-splice_match
PB.12165.28,ENST00000395603.7,incomplete-splice_match
PB.12165.29,ENST00000624032.3,incomplete-splice_match
PB.12165.3,ENST00000373344.11,incomplete-splice_match
PB.12165.4,ENST00000493470.2,full-splice_match
PB.12165.5,ENST00000373344.11,incomplete-splice_match
PB.12165.6,ENST00000623321.3,full-splice_match
PB.12165.7,ENST00000373344.11,incomplete-splice_match
PB.12165.9,ENST00000624032.3,full-splice_match
PB.12166.1,ENST00000361470.4,full-splice_match
PB.12167.1,ENST00000650309.2,full-splice_match
PB.12167.2,ENST00000650309.2,full-splice_match
PB.12168.1,ENST00000341514.11,full-splice_match
PB.12168.2,ENST00000685264.1,full-splice_match
PB.12169.1,ENST00000358075.11,full-splice_match
PB.12169.9,ENST00000358075.11,full-splice_match
PB.1217.1,ENST00000366584.9,full-splice_match
PB.1217.10,ENST00000366584.9,full-splice_match
PB.1217.11,ENST00000450372.6,incomplete-splice_match
PB.1217.12,ENST00000366584.9,full-splice_match
PB.1217.13,ENST00000366584.9,full-splice_match
PB.1217.2,ENST00000366584.9,full-splice_match
PB.1217.3,ENST00000366584.9,full-splice_match
PB.1217.4,ENST00000366584.9,full-splice_match
PB.1217.5,ENST00000366584.9,full-splice_match
PB.1217.7,ENST00000450372.6,incomplete-splice_match
PB.1217.8,ENST00000450372.6,incomplete-splice_match
PB.1217.9,ENST00000366584.9,full-splice_match
PB.12170.2,ENST00000341864.6,full-splice_match
PB.12170.5,ENST00000341864.6,full-splice_match
PB.12171.1,ENST00000373298.7,full-splice_match
PB.12171.2,ENST00000373298.7,full-splice_match
PB.12172.1,ENST00000373316.5,full-splice_match
PB.12172.2,ENST00000373316.5,full-splice_match
PB.12172.3,ENST00000373316.5,full-splice_match
PB.12172.5,ENST00000373316.5,full-splice_match
PB.12172.6,ENST00000373316.5,full-splice_match
PB.12172.7,ENST00000373316.5,full-splice_match
PB.12174.1,ENST00000373212.6,full-splice_match
PB.12176.1,ENST00000297977.9,full-splice_match
PB.12176.2,ENST00000297977.9,full-splice_match
PB.12177.4,ENST00000262753.9,incomplete-splice_match
PB.12177.5,ENST00000262753.9,full-splice_match
PB.12178.1,ENST00000357749.7,full-splice_match
PB.12178.2,ENST00000357749.7,full-splice_match
PB.1218.10,ENST00000366578.6,full-splice_match
PB.1218.13,ENST00000366578.6,full-splice_match
PB.1218.16,ENST00000366578.6,full-splice_match
PB.1218.18,ENST00000366578.6,full-splice_match
PB.1218.2,ENST00000366578.6,full-splice_match
PB.1218.26,ENST00000366578.6,full-splice_match
PB.1218.30,ENST00000366578.6,incomplete-splice_match
PB.1218.4,ENST00000651786.1,full-splice_match
PB.1218.40,ENST00000366578.6,incomplete-splice_match
PB.1218.47,ENST00000366578.6,incomplete-splice_match
PB.1218.50,ENST00000366578.6,incomplete-splice_match
PB.1218.7,ENST00000366578.6,full-splice_match
PB.1218.9,ENST00000366578.6,full-splice_match
PB.12180.1,ENST00000683942.1,full-splice_match
PB.12181.6,ENST00000373049.8,incomplete-splice_match
PB.12181.7,ENST00000373049.8,incomplete-splice_match
PB.12182.1,ENST00000373079.4,full-splice_match
PB.12183.1,ENST00000324765.13,incomplete-splice_match
PB.12184.2,ENST00000373020.9,full-splice_match
PB.12184.3,ENST00000373020.9,full-splice_match
PB.12185.1,ENST00000373004.5,full-splice_match
PB.12185.2,ENST00000373004.5,full-splice_match
PB.12187.7,ENST00000545398.5,full-splice_match
PB.12188.1,ENST00000372972.7,full-splice_match
PB.12188.2,ENST00000372972.7,full-splice_match
PB.12188.3,ENST00000415585.7,full-splice_match
PB.12188.4,ENST00000415585.7,full-splice_match
PB.12188.5,ENST00000372972.7,full-splice_match
PB.12189.1,ENST00000316594.6,full-splice_match
PB.1219.1,ENST00000679842.1,incomplete-splice_match
PB.1219.10,ENST00000366576.3,incomplete-splice_match
PB.1219.11,ENST00000366576.3,incomplete-splice_match
PB.1219.2,ENST00000366577.10,full-splice_match
PB.1219.20,ENST00000366577.10,incomplete-splice_match
PB.1219.21,ENST00000366577.10,incomplete-splice_match
PB.1219.3,ENST00000674797.2,incomplete-splice_match
PB.1219.4,ENST00000366577.10,full-splice_match
PB.1219.5,ENST00000366577.10,full-splice_match
PB.1219.6,ENST00000366577.10,full-splice_match
PB.1219.7,ENST00000679842.1,incomplete-splice_match
PB.1219.9,ENST00000366576.3,incomplete-splice_match
PB.12190.2,ENST00000372902.4,full-splice_match
PB.12190.3,ENST00000644112.2,full-splice_match
PB.12191.1,ENST00000372829.8,full-splice_match
PB.12191.2,ENST00000372829.8,incomplete-splice_match
PB.12192.1,ENST00000497931.5,full-splice_match
PB.12192.2,ENST00000361910.9,full-splice_match
PB.12193.1,ENST00000356824.9,full-splice_match
PB.12193.11,ENST00000458024.5,full-splice_match
PB.12193.5,ENST00000496581.1,full-splice_match
PB.12193.7,ENST00000413506.5,full-splice_match
PB.12194.1,ENST00000467808.5,full-splice_match
PB.12194.10,ENST00000564612.2,full-splice_match
PB.12194.2,ENST00000471229.7,full-splice_match
PB.12194.3,ENST00000471229.7,full-splice_match
PB.12194.4,ENST00000341189.8,full-splice_match
PB.12194.5,ENST00000471229.7,full-splice_match
PB.12194.6,ENST00000341189.8,full-splice_match
PB.12194.7,ENST00000471229.7,full-splice_match
PB.12194.8,ENST00000467808.5,full-splice_match
PB.12194.9,ENST00000341189.8,full-splice_match
PB.12195.1,ENST00000477663.6,full-splice_match
PB.12195.10,ENST00000361600.9,full-splice_match
PB.12195.11,ENST00000444152.5,full-splice_match
PB.12195.12,ENST00000332262.10,full-splice_match
PB.12195.13,ENST00000486814.2,full-splice_match
PB.12195.14,ENST00000483720.7,full-splice_match
PB.12195.17,ENST00000483720.7,incomplete-splice_match
PB.12195.5,ENST00000479502.2,full-splice_match
PB.12195.9,ENST00000537097.2,full-splice_match
PB.12196.1,ENST00000486988.1,full-splice_match
PB.12196.11,ENST00000447531.5,full-splice_match
PB.12196.3,ENST00000457056.6,full-splice_match
PB.12196.8,ENST00000486988.1,full-splice_match
PB.12199.1,ENST00000372695.6,full-splice_match
PB.122.1,ENST00000375743.9,full-splice_match
PB.122.2,ENST00000375733.6,full-splice_match
PB.122.3,ENST00000375743.9,full-splice_match
PB.12200.1,ENST00000361298.9,full-splice_match
PB.12200.2,ENST00000372645.3,full-splice_match
PB.12201.2,ENST00000472484.6,full-splice_match
PB.12201.3,ENST00000472484.6,full-splice_match
PB.12201.4,ENST00000472484.6,full-splice_match
PB.12201.5,ENST00000472484.6,full-splice_match
PB.12202.1,ENST00000372627.10,full-splice_match
PB.12203.1,ENST00000360000.8,full-splice_match
PB.12203.2,ENST00000372685.8,full-splice_match
PB.12204.1,ENST00000372624.3,full-splice_match
