gene,chrom,strand,start,end,n_tx,plot_start,plot_end,span
DCAF6,chr1,+,167936317,168076228,60,167934317,168078228,143911
DCAF7,chr17,+,63550466,63594264,7,63548466,63596264,47798
DCAF8,chr1,-,160215716,160262549,36,160213716,160264549,50833
DCAKD,chr17,-,45023346,45061014,4,45021346,45063014,41668
DCBLD1,chr6,+,117482674,117549794,1,117480674,117551794,71120
DCBLD2,chr3,-,98795971,98901735,17,98793971,98903735,109764
DCK,chr4,+,70993573,71030910,2,70991573,71032910,41337
DCK_MOB1B,chr4,+,70902363,71030906,1,70900363,71032906,132543
DCLK1,chr13,-,35771346,36131939,6,35769346,36133939,364593
DCLK2,chr4,+,150078416,150257431,5,150076416,150259431,183015
DCLRE1A,chr10,-,113834725,113854593,4,113832725,113856593,23868
DCLRE1B,chr1,+,113905322,113914085,3,113903322,113916085,12763
DCLRE1C,chr10,-,14898231,14954096,3,14896231,14956096,59865
DCN,chr12,-,91145043,91183016,12,91143043,91185016,41973
DCP1A,chr3,-,53284558,53347543,4,53282558,53349543,66985
DCP1B,chr12,-,1946056,2004451,1,1944056,2006451,62395
DCP2,chr5,+,112976732,113020969,4,112974732,113022969,48237
DCPS,chr11,+,126304060,126350006,2,126302060,126352006,49946
DCTD,chr4,-,182890097,182917497,5,182888097,182919497,31400
DCTN1,chr2,-,74361156,74392046,15,74359156,74394046,34890
DCTN2,chr12,-,57530051,57547216,4,57528051,57549216,21165
DCTN3,chr9,-,34613550,34620484,1,34611550,34622484,10934
DCTN4,chr5,-,150707723,150780326,5,150705723,150782326,76603
DCTN5,chr16,+,23641467,23672963,3,23639467,23674963,35496
DCTN6,chr8,+,30156364,30185203,4,30154364,30187203,32839
DCTPP1,chr16,-,30423700,30430017,1,30421700,30432017,10317
DCUN1D1,chr3,-,182941439,182980569,10,182939439,182982569,43130
DCUN1D2,chr13,-,113455288,113491819,36,113453288,113493819,40531
DCUN1D2_ADPRHL1,chr13,-,113421941,113490753,2,113419941,113492753,72812
DCUN1D3,chr16,-,20854910,20857636,1,20852910,20859636,6726
DCUN1D4,chr4,+,51843124,51916835,18,51841124,51918835,77711
DCUN1D5,chr11,-,103058981,103092185,3,103056981,103094185,37204
DCXR,chr17,-,82035882,82037697,3,82033882,82039697,5815
DDA1,chr19,+,17309545,17323275,2,17307545,17325275,17730
DDAH1,chr1,-,85318486,85578225,8,85316486,85580225,263739
DDAH2,chr6,-,31727041,31730256,3,31725041,31732256,7215
DDB1,chr11,-,61299460,61333364,4,61297460,61335364,37904
DDHD1,chr14,-,53043968,53153316,10,53041968,53155316,113348
DDHD2,chr8,+,38231578,38267797,10,38229578,38269797,40219
DDI2,chr1,+,15617423,15669040,6,15615423,15671040,55617
DDIT3,chr12,-,57516594,57520511,2,57514594,57522511,7917
DDIT4,chr10,+,72273924,72276030,1,72271924,72278030,6106
DDO,chr6,-,110390782,110415671,7,110388782,110417671,28889
DDOST,chr1,-,20647809,20661498,4,20645809,20663498,17689
DDR1,chr6,+,30882934,30900976,12,30880934,30902976,22042
DDR2,chr1,+,162630863,162786571,7,162628863,162788571,159708
DDRGK1,chr20,-,3188788,3204693,2,3186788,3206693,19905
DDT,chr22,-,23971373,23974444,1,23969373,23976444,7071
DDX1,chr2,+,15591868,15631109,5,15589868,15633109,43241
DDX10,chr11,+,108665069,108941010,5,108663069,108943010,279941
DDX11,chr12,+,31073856,31104791,2,31071856,31106791,34935
DDX11L2,chr2,-,113599024,113603817,2,113597024,113605817,8793
DDX17,chr22,-,38483443,38506327,4,38481443,38508327,26884
DDX18,chr2,+,117814682,117832376,10,117812682,117834376,21694
DDX19A,chr16,+,70346883,70373396,4,70344883,70375396,30513
DDX19B,chr16,+,70299175,70335217,4,70297175,70337217,40042
DDX20,chr1,+,111755642,111769793,7,111753642,111771793,18151
DDX21,chr10,+,68956135,68985066,6,68954135,68987066,32931
DDX23,chr12,-,48829766,48852149,1,48827766,48854149,26383
DDX24,chr14,-,94050920,94081215,9,94048920,94083215,34295
DDX27,chr20,+,49219367,49244063,6,49217367,49246063,28696
DDX28,chr16,-,68021307,68023214,1,68019307,68025214,5907
DDX31,chr9,-,132592999,132670002,3,132590999,132672002,81003
DDX39A,chr19,-,14408821,14419341,2,14406821,14421341,14520
DDX39B,chr6,-,31530223,31542009,3,31528223,31544009,15786
DDX3X,chrX,+,41333501,41350211,4,41331501,41352211,20710
DDX3Y,chrY,+,12904778,12920478,7,12902778,12922478,19700
DDX41,chr5,-,177511578,177516957,1,177509578,177518957,9379
DDX42,chr17,+,63773828,63819316,7,63771828,63821316,49488
DDX46,chr5,+,134758781,134830161,7,134756781,134832161,75380
DDX47,chr12,+,12813355,12829975,1,12811355,12831975,20620
DDX49,chr19,+,18919694,18928627,1,18917694,18930627,12933
DDX5,chr17,-,64498253,64506883,13,64496253,64508883,12630
DDX50,chr10,+,68901282,68946846,3,68899282,68948846,49564
DDX52,chr17,-,37612256,37643440,7,37610256,37645440,35184
DDX54,chr12,-,113157181,113185468,4,113155181,113187468,32287
DDX55,chr12,+,123602099,123619676,1,123600099,123621676,21577
DDX56,chr7,-,44565411,44573916,3,44563411,44575916,12505
DDX59,chr1,-,200644038,200669997,2,200642038,200671997,29959
DDX6,chr11,-,118751373,118791169,5,118749373,118793169,43796
DDX60,chr4,-,168216295,168318815,4,168214295,168320815,106520
DDX60L,chr4,-,168356736,168480487,2,168354736,168482487,127751
DEAF1,chr11,-,644233,695042,1,642233,697042,54809
DECR1,chr8,+,90001328,90055488,9,89999328,90057488,58160
DECR2,chr16,+,401861,412481,2,399861,414481,14620
DEDD,chr1,-,161120966,161132608,7,161118966,161134608,15642
DEDD2,chr19,-,42198600,42217716,2,42196600,42219716,23116
DEF8,chr16,+,89948734,89968061,8,89946734,89970061,23327
DEGS1,chr1,+,224183224,224193434,3,224181224,224195434,14210
DEK,chr6,-,18224183,18264755,6,18222183,18266755,44572
DELE1,chr5,+,141923828,141942046,12,141921828,141944046,22218
DENND10,chr10,+,119104086,119137703,4,119102086,119139703,37617
DENND11,chr7,-,141656730,141661212,1,141654730,141663212,8482
DENND1A,chr9,-,123379655,123930145,3,123377655,123932145,554490
DENND1B,chr1,-,197504751,197775914,13,197502751,197777914,275163
DENND2B,chr11,-,8693353,8871372,10,8691353,8873372,182019
DENND2C,chr1,-,114584787,114670069,1,114582787,114672069,89282
DENND3,chr8,+,141128584,141195796,5,141126584,141197796,71212
DENND4B,chr1,-,153929501,153946688,8,153927501,153948688,21187
DENND4C,chr9,+,19230495,19372858,5,19228495,19374858,146363
DENND5A,chr11,-,9138834,9265342,5,9136834,9267342,130508
DENND5B,chr12,-,31382229,31591139,5,31380229,31593139,212910
DENND6A,chr3,-,57625459,57693093,3,57623459,57695093,71634
DENND6A-AS1_PDE12,chr3,+,57556267,57654978,1,57554267,57656978,102711
DENND6B,chr22,-,50311964,50326977,1,50309964,50328977,19013
DENR,chr12,+,122752821,122771059,4,122750821,122773059,22238
DEPDC1,chr1,-,68474154,68497082,1,68472154,68499082,26928
DEPDC5,chr22,+,31753963,31907015,5,31751963,31909015,157052
DEPP1,chr10,-,44976264,44978809,1,44974264,44980809,6545
DEPTOR,chr8,+,119873726,120050912,3,119871726,120052912,181186
DERA,chr12,+,15911332,16037380,3,15909332,16039380,130048
DERL1,chr8,-,123013173,123042307,11,123011173,123044307,33134
DERL2,chr17,-,5471260,5486205,5,5469260,5488205,18945
DERPC,chr16,-,69118010,69132574,1,69116010,69134574,18564
DES,chr2,+,219417482,219426737,60,219415482,219428737,13255
DESI1,chr22,-,41598029,41621075,7,41596029,41623075,27046
DESI2,chr1,+,244653069,244709027,4,244651069,244711027,59958
DES_ENSG00000280323,chr2,+,219418377,219429318,5,219416377,219431318,14941
DET1,chr15,-,88512483,88546664,3,88510483,88548664,38181
DEXI,chr16,-,10928893,10942359,2,10926893,10944359,17466
DFFA,chr1,-,10456524,10472576,7,10454524,10474576,20052
DGAT1,chr8,-,144316293,144318545,1,144314293,144320545,6252
DGAT2,chr11,+,75768778,75801533,1,75766778,75803533,36755
DGCR2,chr22,-,19036281,19122447,16,19034281,19124447,90166
DGCR8,chr22,+,20080258,20111870,2,20078258,20113870,35612
DGKA,chr12,+,55932058,55954020,1,55930058,55956020,25962
DGKD,chr2,+,233354490,233472100,9,233352490,233474100,121610
DGKG,chr3,-,186149208,186362234,8,186147208,186364234,217026
DGKI,chr7,-,137387655,137454956,1,137385655,137456956,71301
DGKZ,chr11,+,46345432,46380554,10,46343432,46382554,39122
DGLUCY,chr14,+,91060338,91225627,35,91058338,91227627,169289
DGUOK,chr2,+,73926861,73958959,2,73924861,73960959,36098
DHCR24,chr1,-,54849635,54887251,2,54847635,54889251,41616
DHCR7,chr11,-,71434417,71448418,5,71432417,71450418,18001
DHDDS,chr1,+,26432321,26471322,5,26430321,26473322,43001
DHFR,chr5,-,80626881,80654942,1,80624881,80656942,32061
DHFR2,chr3,-,94058754,94062963,2,94056754,94064963,8209
DHODH,chr16,+,72008744,72025289,3,72006744,72027289,20545
DHPS,chr19,-,12675718,12681866,1,12673718,12683866,10148
DHRS1,chr14,-,24290600,24299770,1,24288600,24301770,13170
DHRS12,chr13,-,51754884,51804183,4,51752884,51806183,53299
DHRS3,chr1,-,12567909,12618044,3,12565909,12620044,54135
DHRS4,chr14,+,23953742,23969272,3,23951742,23971272,19530
DHRS4-AS1,chr14,-,23938731,23954175,3,23936731,23956175,19444
DHRS7,chr14,-,60140808,60165418,3,60138808,60167418,28610
DHRS7B,chr17,+,21126934,21194149,7,21124934,21196149,71215
DHRS7C,chr17,-,9771440,9791592,1,9769440,9793592,24152
DHRSX,chrX,-,2219516,2501002,5,2217516,2503002,285486
DHTKD1,chr10,+,12068948,12125151,8,12066948,12127151,60203
DHX15,chr4,-,24527477,24584545,3,24525477,24586545,61068
DHX16,chr6,-,30653130,30673001,2,30651130,30675001,23871
DHX29,chr5,-,55256247,55307694,5,55254247,55309694,55447
DHX30,chr3,+,47802504,47850192,10,47800504,47852192,51688
DHX32,chr10,-,125836340,125896495,15,125834340,125898495,64155
DHX33,chr17,-,5442276,5468979,1,5440276,5470979,30703
DHX34,chr19,+,47349321,47382672,2,47347321,47384672,37351
DHX35,chr20,+,38962359,39039722,4,38960359,39041722,81363
DHX36,chr3,-,154275669,154324482,3,154273669,154326482,52813
DHX37,chr12,-,124946827,124989117,2,124944827,124991117,46290
DHX38,chr16,+,72093682,72112903,4,72091682,72114903,23221
DHX40,chr17,+,59565610,59608341,3,59563610,59610341,46731
DHX57,chr2,-,38797736,38875931,3,38795736,38877931,82195
DHX58,chr17,-,42101408,42112467,2,42099408,42114467,15059
DHX8,chr17,+,43483952,43544477,8,43481952,43546477,64525
DHX9,chr1,+,182839335,182887903,5,182837335,182889903,52568
DIABLO,chr12,-,122207776,122226052,1,122205776,122228052,22276
DIAPH1,chr5,-,141515022,141618994,7,141513022,141620994,107972
DIAPH2,chrX,+,96684655,97604994,10,96682655,97606994,924339
DICER1,chr14,-,95086229,95157564,8,95084229,95159564,75335
DIDO1,chr20,-,62877745,62937901,7,62875745,62939901,64156
DIMT1,chr5,-,62387251,62403929,3,62385251,62405929,20678
DIO2,chr14,-,80200954,80211390,1,80198954,80213390,14436
DIP2A,chr21,+,46458877,46569865,12,46456877,46571865,114988
DIP2B,chr12,+,50504979,50748656,3,50502979,50750656,247677
DIP2C,chr10,-,275492,689752,3,273492,691752,418260
DIP2C-AS1,chr10,+,650055,653448,2,648055,655448,7393
DIPK1A,chr1,-,92841049,92961507,5,92839049,92963507,124458
DIPK1C,chr18,-,74435729,74457263,1,74433729,74459263,25534
DIPK2A,chr3,+,143971801,143992365,2,143969801,143994365,24564
DIPK2B,chrX,-,45148378,45200962,6,45146378,45202962,56584
DIRAS1,chr19,-,2714568,2721397,14,2712568,2723397,10829
DIRAS3,chr1,-,68044833,68051739,2,68042833,68053739,10906
DIS3,chr13,-,72758961,72781927,5,72756961,72783927,26966
DIS3L,chr15,+,66293240,66333897,14,66291240,66335897,44657
DIS3L2,chr2,+,231961731,232337190,2,231959731,232339190,379459
DISC1,chr1,+,231626836,232041126,2,231624836,232043126,418290
DISC1-IT1,chr1,+,231925831,232041126,1,231923831,232043126,119295
DISP1,chr1,+,222815044,223005993,6,222813044,223007993,194949
DIXDC1,chr11,+,111937157,112022581,13,111935157,112024581,89424
DKC1,chrX,+,154762751,154777681,2,154760751,154779681,18930
DKK2,chr4,-,106921804,107036314,1,106919804,107038314,118510
DKK3,chr11,-,11957327,12009759,37,11955327,12011759,56432
DLAT,chr11,+,112025136,112064402,21,112023136,112066402,43266
DLC1,chr8,-,13083363,13515529,14,13081363,13517529,436166
DLD,chr7,+,107891144,107922142,14,107889144,107924142,34998
DLG1,chr3,-,197044099,197297689,1,197042099,197299689,257590
DLG2,chr11,-,83459351,84317339,1,83457351,84319339,861988
DLG4,chr17,-,7189893,7218288,2,7187893,7220288,32395
DLG5,chr10,-,77790794,77843554,1,77788794,77845554,56760
DLGAP1,chr18,-,3496032,3874305,3,3494032,3876305,382273
DLGAP4,chr20,+,36461468,36528633,11,36459468,36530633,71165
DLK1,chr14,+,100726892,100735119,1,100724892,100737119,12227
DLK2,chr6,-,43450361,43455576,1,43448361,43457576,9215
DLL1,chr6,-,170282202,170291494,3,170280202,170293494,13292
DLL4,chr15,+,40929340,40939072,2,40927340,40941072,13732
DLST,chr14,+,74881906,74903747,4,74879906,74905747,25841
DMAC1,chr9,-,7796493,7799792,5,7794493,7801792,7299
DMAC2,chr19,-,41431319,41447821,6,41429319,41449821,20502
DMAC2L,chr14,+,50312314,50327334,6,50310314,50329334,19020
DMAP1,chr1,+,44213451,44220675,4,44211451,44222675,11224
DMC1,chr22,-,38518956,38570180,1,38516956,38572180,55224
DMD,chrX,-,31119228,33211549,29,31117228,33213549,2096321
DMGDH,chr5,-,78997692,79069691,1,78995692,79071691,75999
DMPK,chr19,-,45769710,45782626,35,45767710,45784626,16916
DMPK_DMWD,chr19,-,45769719,45782948,1,45767719,45784948,17229
DMRTA1,chr9,+,22447209,22452476,1,22445209,22454476,9267
DMTF1,chr7,+,87152436,87196323,5,87150436,87198323,47887
DMTN,chr8,+,22049125,22082524,12,22047125,22084524,37399
DMWD,chr19,-,45782949,45786495,1,45780949,45788495,7546
DMXL1,chr5,+,119071385,119249118,2,119069385,119251118,181733
DMXL2,chr15,-,51514479,51622765,1,51512479,51624765,112286
DNAAF10,chr2,-,68130936,68157527,1,68128936,68159527,30591
DNAAF2,chr14,-,49624726,49634360,3,49622726,49636360,13634
DNAAF3-AS1,chr19,+,55159141,55167009,9,55157141,55169009,11868
DNAAF5,chr7,+,726699,786473,5,724699,788473,63774
DNAAF9,chr20,-,3249311,3407938,6,3247311,3409938,162627
DNAI4,chr1,-,66812892,66925219,2,66810892,66927219,116327
DNAJA1,chr9,+,33025275,33039902,3,33023275,33041902,18627
DNAJA2,chr16,-,46955363,46973898,7,46953363,46975898,22535
DNAJA3,chr16,+,4425868,4456771,4,4423868,4458771,34903
DNAJA4,chr15,+,78264120,78282194,3,78262120,78284194,22074
DNAJB1,chr19,-,14514770,14560266,3,14512770,14562266,49496
DNAJB11,chr3,+,186567395,186585798,2,186565395,186587798,22403
DNAJB12,chr10,-,72332838,72354972,7,72330838,72356972,26134
DNAJB14,chr4,-,99896252,99946726,7,99894252,99948726,54474
DNAJB2,chr2,+,219279399,219286894,2,219277399,219288894,11495
DNAJB4,chr1,+,77979161,78018705,27,77977161,78020705,43544
DNAJB5,chr9,+,34989745,34998431,8,34987745,35000431,12686
DNAJB6,chr7,+,157336997,157417524,13,157334997,157419524,84527
DNAJB9,chr7,+,108569866,108574847,3,108567866,108576847,8981
DNAJC10,chr2,+,182716255,182780532,25,182714255,182782532,68277
DNAJC11,chr1,-,6634171,6701822,6,6632171,6703822,71651
DNAJC13,chr3,+,132417502,132539030,3,132415502,132541030,125528
DNAJC14,chr12,-,55820987,55830808,3,55818987,55832808,13821
DNAJC15,chr13,+,43023381,43114222,10,43021381,43116222,94841
DNAJC16,chr1,+,15526725,15571729,4,15524725,15573729,49004
DNAJC18,chr5,-,139410787,139439525,4,139408787,139441525,32738
DNAJC19,chr3,-,180983713,180989727,2,180981713,180991727,10014
DNAJC2,chr7,-,103312523,103344869,3,103310523,103346869,36346
DNAJC21,chr5,+,34929627,34958963,6,34927627,34960963,33336
DNAJC24,chr11,+,31369843,31432834,4,31367843,31434834,66991
DNAJC25,chr9,+,111631328,111654347,5,111629328,111656347,27019
DNAJC27,chr2,-,24943645,24972103,6,24941645,24974103,32458
DNAJC28,chr21,-,33486095,33491716,2,33484095,33493716,9621
DNAJC3,chr13,+,95677145,95794987,14,95675145,95796987,121842
DNAJC3-DT,chr13,-,95674379,95676941,1,95672379,95678941,6562
DNAJC30,chr7,-,73680386,73683441,2,73678386,73685441,7055
DNAJC4,chr11,+,64230475,64234280,2,64228475,64236280,7805
DNAJC5,chr20,+,63895120,63936003,6,63893120,63938003,44883
DNAJC6,chr1,+,65248202,65415269,7,65246202,65417269,171067
DNAJC7,chr17,-,41976434,42017645,2,41974434,42019645,45211
DNAJC8,chr1,-,28200282,28233018,2,28198282,28235018,36736
DNAJC9,chr10,-,73242063,73247312,2,73240063,73249312,9249
DNAL1,chr14,+,73644978,73701944,3,73642978,73703944,60966
DNAL4,chr22,-,38778517,38794143,1,38776517,38796143,19626
DNALI1,chr1,+,37556956,37566856,1,37554956,37568856,13900
DNASE1L1,chrX,-,154401239,154412122,11,154399239,154414122,14883
DNASE1L3,chr3,-,58192629,58210929,1,58190629,58212929,22300
DNASE2,chr19,-,12875210,12881483,3,12873210,12883483,10273
DNER,chr2,-,229357634,229714545,1,229355634,229716545,360911
DNM1L,chr12,+,32679257,32745546,25,32677257,32747546,70289
DNM2,chr19,+,10718079,10833505,10,10716079,10835505,119426
DNMBP,chr10,-,99875577,100009943,2,99873577,100011943,138366
DNMT1,chr19,-,10133347,10194950,2,10131347,10196950,65603
DNMT3A,chr2,-,25233000,25342497,6,25231000,25344497,113497
DNMT3B,chr20,+,32762602,32809355,1,32760602,32811355,50753
DNPEP,chr2,-,219372550,219387955,10,219370550,219389955,19405
DNPH1,chr6,-,43225631,43229478,1,43223631,43231478,7847
DNTTIP1,chr20,+,45791968,45811411,1,45789968,45813411,23443
DNTTIP2,chr1,-,93867828,93879188,11,93865828,93881188,15360
DOC2B,chr17,-,143700,147150,1,141700,149150,7450
DOCK1,chr10,+,126905428,127452510,8,126903428,127454510,551082
DOCK2,chr5,+,169637230,170083377,1,169635230,170085377,450147
DOCK4,chr7,-,111726112,111783952,1,111724112,111785952,61840
DOCK5,chr8,+,25184715,25415715,4,25182715,25417715,235000
DOCK6,chr19,-,11199297,11262475,2,11197297,11264475,67178
DOCK7,chr1,-,62455013,62688386,4,62453013,62690386,237373
DOCK9,chr13,-,98793487,98978406,4,98791487,98980406,188919
DOHH,chr19,-,3490826,3500936,1,3488826,3502936,14110
DOK2,chr8,-,21908877,21913649,1,21906877,21915649,8772
DOK3,chr5,-,177501932,177509852,1,177499932,177511852,11920
DOK4,chr16,-,57471918,57486504,3,57469918,57488504,18586
DOK5,chr20,+,54475454,54651168,2,54473454,54653168,179714
DOK6,chr18,+,69400990,69842141,1,69398990,69844141,445151
DOK7,chr4,+,3461750,3501511,10,3459750,3503511,43761
DOLK,chr9,-,128945531,128947606,1,128943531,128949606,6075
DOLPP1,chr9,+,129081114,129090435,2,129079114,129092435,13321
DONSON,chr21,-,33577562,33588713,3,33575562,33590713,15151
DOP1A,chr6,+,83067643,83168471,5,83065643,83170471,104828
DOP1B,chr21,+,36156782,36294273,3,36154782,36296273,141491
DPAGT1,chr11,-,119096511,119101875,1,119094511,119103875,9364
DPCD,chr10,+,101588321,101609661,1,101586321,101611661,25340
DPF2,chr11,+,65333867,65353248,5,65331867,65355248,23381
DPF3,chr14,-,72609034,72908250,10,72607034,72910250,303216
DPH1,chr17,+,2030153,2043891,4,2028153,2045891,17738
DPH2,chr1,+,43969999,43973373,5,43967999,43975373,7374
DPH3,chr3,-,16257062,16264979,9,16255062,16266979,11917
DPH5,chr1,-,100989627,101025806,2,100987627,101027806,40179
DPH6,chr15,-,35219472,35546166,5,35217472,35548166,330694
DPH7,chr9,-,137554909,137578936,12,137552909,137580936,28027
DPM1,chr20,-,50934875,50958532,1,50932875,50960532,27657
DPM2,chr9,-,127935100,127937866,1,127933100,127939866,6766
DPP3,chr11,+,66480016,66509658,3,66478016,66511658,33642
DPP4,chr2,-,161992243,162074002,3,161990243,162076002,85759
DPP7,chr9,-,137110546,137114736,5,137108546,137116736,8190
DPP8,chr15,-,65442469,65517692,10,65440469,65519692,79223
DPP9,chr19,-,4675226,4723812,9,4673226,4725812,52586
DPT,chr1,-,168695465,168729202,2,168693465,168731202,37737
DPY19L1,chr7,-,34928902,35018598,1,34926902,35020598,93696
DPY19L2,chr12,-,63558913,63668937,12,63556913,63670937,114024
DPY19L2P1,chr7,-,35079989,35185924,2,35077989,35187924,109935
DPY19L2P4,chr7,+,90119232,90125600,1,90117232,90127600,10368
DPY19L3,chr19,+,32405689,32485890,2,32403689,32487890,84201
DPY19L4,chr8,+,94719865,94793833,12,94717865,94795833,77968
DPY30,chr2,-,32023906,32039803,1,32021906,32041803,19897
DPYD,chr1,-,97077746,97921034,2,97075746,97923034,847288
DPYSL2,chr8,+,26514164,26658174,8,26512164,26660174,148010
DPYSL3,chr5,-,147390811,147510121,6,147388811,147512121,123310
DPYSL4,chr10,+,132186907,132205757,6,132184907,132207757,22850
DR1,chr1,+,93345909,93362588,2,93343909,93364588,20679
DRAM1,chr12,+,101877459,101923621,2,101875459,101925621,50162
DRAM2,chr1,-,111117152,111140188,5,111115152,111142188,27036
DRAP1,chr11,+,65919426,65921562,1,65917426,65923562,6136
DRG1,chr22,+,31399604,31438566,2,31397604,31440566,42962
DRG2,chr17,+,18087950,18107969,1,18085950,18109969,24019
DROSHA,chr5,-,31400503,31532109,20,31398503,31534109,135606
DSC1,chr18,-,31129253,31227632,11,31127253,31229632,102379
DSC2,chr18,-,31065982,31102468,14,31063982,31104468,40486
DSE,chr6,+,116254175,116441259,9,116252175,116443259,191084
DSEL,chr18,-,67511741,67516769,1,67509741,67518769,9028
